,geo_value,time_value,value,sample_size,trend
2248,ia,2021-02-08,72.163,2550.4725,62
2249,id,2021-02-08,65.9877,1177.3236,72
2250,il,2021-02-08,76.2056,6986.044,60
2251,in,2021-02-08,67.7336,3763.009,35
2252,ks,2021-02-08,71.2476,1815.945,64
2253,ky,2021-02-08,67.0091,2698.4267,71
2254,la,2021-02-08,62.0821,2495.1839,43
2255,ma,2021-02-08,82.739,3420.0065,19
2256,md,2021-02-08,81.8071,2881.9981,59
2257,me,2021-02-08,77.7091,1303.2234,40
2258,mi,2021-02-08,71.747,7062.0053,63
2259,mn,2021-02-08,79.2321,2870.9957,45
2260,mo,2021-02-08,67.7061,3189.9607,67
2261,ms,2021-02-08,58.6607,1537.8411,56
2262,mt,2021-02-08,69.932,891.8766,35
2263,nc,2021-02-08,69.6563,5557.0065,50
2264,nd,2021-02-08,67.37,399.1026,28
2265,ne,2021-02-08,73.4968,1188.874,76
2266,nh,2021-02-08,81.006,1179.7766,13
2267,nj,2021-02-08,77.8232,3788.9986,45
2268,nm,2021-02-08,76.0969,1825.7126,31
2269,nv,2021-02-08,70.7994,1441.4763,40
2270,ny,2021-02-08,75.6582,8886.9998,54
2271,oh,2021-02-08,69.754,7313.9966,100
2272,ok,2021-02-08,63.1321,2344.1691,24
2273,or,2021-02-08,77.2059,2800.1628,63
2274,pa,2021-02-08,72.9859,7608.005,76
2275,ri,2021-02-08,80.068,733.9935,34
2276,sc,2021-02-08,68.3895,3588.0027,84
2277,sd,2021-02-08,67.5412,562.5358,7
2278,tn,2021-02-08,65.8715,3759.566,75
2279,tx,2021-02-08,69.9644,12305.9979,66
2280,us,2021-02-08,72.7672,174912.552,72
2281,ut,2021-02-08,75.4977,1695.087,47
2282,va,2021-02-08,75.0002,5583.6863,59
2283,vt,2021-02-08,81.25,567.0004,49
2284,wa,2021-02-08,79.034,4460.9806,41
2285,wi,2021-02-08,74.6618,3544.9951,50
2286,wv,2021-02-08,65.7381,1381.0043,40
2287,wy,2021-02-08,55.4115,405.9608,42
2288,ak,2021-02-09,62.6551,402.0,34
2289,al,2021-02-09,63.5059,2746.0588,72
2290,ar,2021-02-09,63.6797,1814.8215,72
2291,az,2021-02-09,72.0989,3462.6117,62
2292,ca,2021-02-09,79.7241,15261.1269,57
2293,co,2021-02-09,77.4734,3245.8416,96
2294,ct,2021-02-09,80.4452,2492.0,81
2295,dc,2021-02-09,89.2857,349.0,92
2296,de,2021-02-09,76.3366,766.0073,93
2297,fl,2021-02-09,69.6222,11858.0002,55
2298,ga,2021-02-09,63.5991,4513.9599,60
2299,hi,2021-02-09,78.9269,642.0,46
2300,ia,2021-02-09,71.4978,2554.6631,78
2301,id,2021-02-09,65.9826,1191.0412,69
2302,il,2021-02-09,76.1694,7097.0221,70
2303,in,2021-02-09,67.4433,3797.0035,38
2304,ks,2021-02-09,71.4419,1818.0021,48
2305,ky,2021-02-09,66.6561,2706.736,59
2306,la,2021-02-09,61.4342,2549.1839,50
2307,ma,2021-02-09,82.9034,3488.0085,23
2308,md,2021-02-09,81.4821,2933.9909,81
2309,me,2021-02-09,77.1004,1312.2234,77
2310,mi,2021-02-09,71.8569,7221.0392,84
2311,mn,2021-02-09,79.3445,2905.9836,61
2312,mo,2021-02-09,67.5437,3284.996,78
2313,ms,2021-02-09,59.0207,1528.9744,100
2314,mt,2021-02-09,69.6994,894.9189,93
2315,nc,2021-02-09,69.7171,5654.0068,75
2316,nd,2021-02-09,68.174,406.068,21
2317,ne,2021-02-09,72.9835,1158.8113,93
2318,nh,2021-02-09,80.1545,1214.7766,29
2319,nj,2021-02-09,77.828,3870.9984,59
2320,nm,2021-02-09,75.5849,1832.4582,67
2321,nv,2021-02-09,72.4364,1433.7264,48
2322,ny,2021-02-09,75.5144,9038.9998,70
2323,oh,2021-02-09,69.6051,7367.0017,100
2324,ok,2021-02-09,63.672,2376.1115,41
2325,or,2021-02-09,76.8711,2820.1644,46
2326,pa,2021-02-09,73.3381,7731.0059,93
2327,ri,2021-02-09,79.6395,747.9915,42
2328,sc,2021-02-09,68.2629,3643.0028,73
2329,sd,2021-02-09,69.0502,560.4182,34
2330,tn,2021-02-09,65.8863,3848.2556,83
2331,tx,2021-02-09,70.0679,12391.9976,94
2332,us,2021-02-09,72.6869,176716.6822,91
2333,ut,2021-02-09,76.0624,1735.087,38
2334,va,2021-02-09,75.4171,5667.6777,86
2335,vt,2021-02-09,80.2226,583.0005,54
2336,wa,2021-02-09,78.7392,4384.9794,34
2337,wi,2021-02-09,74.2504,3600.9611,68
2338,wv,2021-02-09,65.4796,1417.004,57
2339,wy,2021-02-09,56.191,394.9631,44
2340,ak,2021-02-10,60.2332,385.0,42
2341,al,2021-02-10,63.1469,2551.0608,100
2342,ar,2021-02-10,63.4436,1660.8445,69
2343,az,2021-02-10,72.0821,3249.1885,68
2344,ca,2021-02-10,79.6175,14460.0411,59
2345,co,2021-02-10,77.7668,3054.8066,90
2346,ct,2021-02-10,80.0043,2342.0,66
2347,dc,2021-02-10,90.9509,325.0,93
2348,de,2021-02-10,76.7173,727.0073,73
2349,fl,2021-02-10,69.3902,11167.0001,92
2350,ga,2021-02-10,62.9642,4252.9571,57
2351,hi,2021-02-10,79.6975,627.0,58
2352,ia,2021-02-10,72.1194,2446.6514,95
2353,id,2021-02-10,65.7647,1146.3325,87
2354,il,2021-02-10,75.8782,6775.023,88
2355,in,2021-02-10,66.9347,3542.0033,28
2356,ks,2021-02-10,69.617,1721.914,54
2357,ky,2021-02-10,65.8744,2557.7354,63
2358,la,2021-02-10,61.0953,2352.1838,55
2359,ma,2021-02-10,82.9828,3328.0085,23
2360,md,2021-02-10,81.3784,2820.9912,86
2361,me,2021-02-10,76.8019,1252.2234,90
2362,mi,2021-02-10,71.6876,6814.0563,66
2363,mn,2021-02-10,78.9143,2803.9866,77
2364,mo,2021-02-10,67.4558,3143.9957,92
2365,ms,2021-02-10,59.9459,1425.3477,45
2366,mt,2021-02-10,70.8538,854.9201,83
2367,nc,2021-02-10,69.6402,5363.0062,74
2368,nd,2021-02-10,64.7616,381.1929,35
2369,ne,2021-02-10,72.3391,1102.9124,67
2370,nh,2021-02-10,79.7125,1084.7766,20
2371,nj,2021-02-10,77.158,3682.9982,55
2372,nm,2021-02-10,74.7436,1723.8776,59
2373,nv,2021-02-10,71.4529,1366.812,51
2374,ny,2021-02-10,75.3165,8609.9998,54
2375,oh,2021-02-10,69.1324,6995.0002,90
2376,ok,2021-02-10,63.2615,2295.1111,30
2377,or,2021-02-10,76.4739,2636.0586,56
2378,pa,2021-02-10,73.0948,7308.005,94
2379,ri,2021-02-10,80.1624,676.9915,30
2380,sc,2021-02-10,68.0159,3396.0021,62
2381,sd,2021-02-10,68.8708,534.3046,56
2382,tn,2021-02-10,66.045,3600.2551,87
2383,tx,2021-02-10,69.7512,11729.979,86
2384,us,2021-02-10,72.4597,167211.0202,94
2385,ut,2021-02-10,75.8787,1639.1741,51
2386,va,2021-02-10,75.1356,5375.6477,91
2387,vt,2021-02-10,80.6715,550.0004,60
2388,wa,2021-02-10,78.9033,4238.9782,45
2389,wi,2021-02-10,73.617,3415.9449,69
2390,wv,2021-02-10,64.7566,1334.0038,66
2391,wy,2021-02-10,57.7244,382.7093,74
2392,ak,2021-02-11,59.8901,454.0,100
2393,al,2021-02-11,63.4402,2938.0652,82
2394,ar,2021-02-11,63.5486,1887.8452,55
2395,az,2021-02-11,72.308,3752.3811,67
2396,ca,2021-02-11,79.5972,16563.0509,67
2397,co,2021-02-11,77.5539,3475.7765,93
2398,ct,2021-02-11,80.2814,2664.0,100
2399,dc,2021-02-11,90.8967,367.0,87
2400,de,2021-02-11,75.4592,816.0073,91
2401,fl,2021-02-11,69.1145,12806.0004,67
2402,ga,2021-02-11,63.1562,4836.9541,59
2403,hi,2021-02-11,79.9581,715.0,47
2404,ia,2021-02-11,71.9582,2760.6388,93
2405,id,2021-02-11,64.4696,1304.342,100
2406,il,2021-02-11,75.6173,7695.023,81
2407,in,2021-02-11,66.9106,4029.003,46
2408,ks,2021-02-11,69.4222,1988.9137,100
2409,ky,2021-02-11,65.9671,2943.7343,78
2410,la,2021-02-11,60.6783,2678.1835,41
2411,ma,2021-02-11,82.834,3771.0105,33
2412,md,2021-02-11,80.922,3219.9909,100
2413,me,2021-02-11,77.5036,1420.2234,66
2414,mi,2021-02-11,71.6906,7772.0549,80
2415,mn,2021-02-11,79.2364,3227.979,78
2416,mo,2021-02-11,67.1162,3592.0079,79
2417,ms,2021-02-11,60.4875,1651.2192,37
2418,mt,2021-02-11,70.4575,961.9114,54
2419,nc,2021-02-11,69.516,6135.0069,66
2420,nd,2021-02-11,63.6533,438.321,14
2421,ne,2021-02-11,72.7481,1247.9157,89
2422,nh,2021-02-11,79.4799,1252.7766,23
2423,nj,2021-02-11,76.8281,4169.998,100
2424,nm,2021-02-11,74.2558,1935.9071,80
2425,nv,2021-02-11,70.8151,1528.8023,53
2426,ny,2021-02-11,75.0178,9811.9997,75
2427,oh,2021-02-11,69.207,7931.0005,86
2428,ok,2021-02-11,63.4246,2647.111,41
2429,or,2021-02-11,76.5145,3011.0608,49
2430,pa,2021-02-11,73.1272,8262.0056,98
2431,ri,2021-02-11,79.8347,784.9895,54
2432,sc,2021-02-11,67.9567,3836.0029,69
2433,sd,2021-02-11,67.4467,609.1813,13
2434,tn,2021-02-11,65.8277,4098.2567,76
2435,tx,2021-02-11,69.4659,13401.9789,96
2436,us,2021-02-11,72.3462,190705.915,99
2437,ut,2021-02-11,75.7367,1880.9839,45
2438,va,2021-02-11,74.7027,6127.5685,84
2439,vt,2021-02-11,80.9713,627.0006,70
2440,wa,2021-02-11,78.9414,4825.9759,39
2441,wi,2021-02-11,74.006,3897.9459,59
2442,wv,2021-02-11,64.792,1520.1031,43
2443,wy,2021-02-11,58.3516,431.7064,56
2444,ak,2021-02-12,59.8468,456.0,42
2445,al,2021-02-12,63.2673,2916.0658,82
2446,ar,2021-02-12,64.3971,1946.5249,90
2447,az,2021-02-12,71.9789,3790.3811,49
2448,ca,2021-02-12,79.3475,16982.6315,64
2449,co,2021-02-12,77.3407,3557.8063,100
2450,ct,2021-02-12,79.7158,2708.0,43
2451,dc,2021-02-12,90.2145,372.0,92
2452,de,2021-02-12,74.0998,804.0146,66
2453,fl,2021-02-12,68.7027,13072.0002,89
2454,ga,2021-02-12,62.5738,4905.9551,60
2455,hi,2021-02-12,79.4959,733.0,58
2456,ia,2021-02-12,72.3724,2787.5275,79
2457,id,2021-02-12,64.2122,1317.333,65
2458,il,2021-02-12,75.5385,7842.0452,84
2459,in,2021-02-12,66.1002,4089.0027,54
2460,ks,2021-02-12,69.156,2055.9436,87
2461,ky,2021-02-12,65.8059,3011.7438,75
2462,la,2021-02-12,61.0817,2729.5535,38
2463,ma,2021-02-12,83.2384,3862.0095,23
2464,md,2021-02-12,80.833,3251.984,94
2465,me,2021-02-12,76.6079,1481.2234,82
2466,mi,2021-02-12,71.4639,7917.0457,75
2467,mn,2021-02-12,78.8097,3280.9988,61
2468,mo,2021-02-12,66.7921,3622.9126,82
2469,ms,2021-02-12,59.708,1675.9071,40
2470,mt,2021-02-12,68.5482,982.9204,64
2471,nc,2021-02-12,69.1797,6253.0059,63
2472,nd,2021-02-12,62.5537,449.4462,14
2473,ne,2021-02-12,73.5859,1279.8999,62
2474,nh,2021-02-12,78.8721,1268.7766,37
2475,nj,2021-02-12,76.6847,4242.998,89
2476,nm,2021-02-12,73.3886,1917.8766,42
2477,nv,2021-02-12,70.6464,1526.7926,43
2478,ny,2021-02-12,75.0525,9998.0003,62
2479,oh,2021-02-12,68.5119,8029.0003,94
2480,ok,2021-02-12,63.6821,2721.1116,31
2481,or,2021-02-12,76.6115,3053.4908,59
2482,pa,2021-02-12,72.6467,8402.0051,100
2483,ri,2021-02-12,79.962,789.9905,43
2484,sc,2021-02-12,67.9099,3927.003,65
2485,sd,2021-02-12,67.1008,633.1403,14
2486,tn,2021-02-12,65.8661,4170.2483,87
2487,tx,2021-02-12,69.2384,13589.0022,77
2488,us,2021-02-12,72.1053,194047.6926,98
2489,ut,2021-02-12,74.8353,1900.9791,59
2490,va,2021-02-12,74.4706,6232.6074,77
2491,vt,2021-02-12,80.0775,644.0008,31
2492,wa,2021-02-12,79.014,4937.9747,37
2493,wi,2021-02-12,74.1297,3935.9544,73
2494,wv,2021-02-12,64.0196,1554.1528,63
2495,wy,2021-02-12,56.87,437.7049,58
2496,ak,2021-02-13,58.6009,435.0,62
2497,al,2021-02-13,62.3256,3005.0717,40
2498,ar,2021-02-13,64.0759,1962.5185,45
2499,az,2021-02-13,71.6822,3789.4955,47
2500,ca,2021-02-13,79.0269,17156.8509,58
2501,co,2021-02-13,76.8074,3583.7723,86
2502,ct,2021-02-13,80.9428,2746.0,56
2503,dc,2021-02-13,89.4068,353.0,60
2504,de,2021-02-13,73.9775,781.0146,55
2505,fl,2021-02-13,68.1665,13100.0003,42
2506,ga,2021-02-13,62.5255,4904.9494,40
2507,hi,2021-02-13,78.8058,761.0,32
2508,ia,2021-02-13,72.5476,2845.5212,59
2509,id,2021-02-13,63.1306,1319.3411,46
2510,il,2021-02-13,75.1147,7833.046,67
2511,in,2021-02-13,65.4388,4112.0035,42
2512,ks,2021-02-13,68.0926,2046.9438,64
2513,ky,2021-02-13,65.8404,3055.7383,51
2514,la,2021-02-13,59.6624,2742.5532,29
2515,ma,2021-02-13,83.3245,3792.0095,18
2516,md,2021-02-13,80.5235,3302.9843,72
2517,me,2021-02-13,76.8989,1504.2234,41
2518,mi,2021-02-13,71.217,7995.0446,85
2519,mn,2021-02-13,78.2599,3313.0827,56
2520,mo,2021-02-13,67.013,3622.9253,61
2521,ms,2021-02-13,58.6182,1703.7329,34
2522,mt,2021-02-13,67.8064,1009.894,87
2523,nc,2021-02-13,69.2956,6345.0064,44
2524,nd,2021-02-13,63.5229,450.4446,32
2525,ne,2021-02-13,74.106,1337.0319,58
2526,nh,2021-02-13,76.5899,1251.7766,21
2527,nj,2021-02-13,76.8298,4329.9984,73
2528,nm,2021-02-13,73.4552,1937.7682,57
2529,nv,2021-02-13,69.7407,1520.72,39
2530,ny,2021-02-13,74.8527,10014.0004,47
2531,oh,2021-02-13,68.2223,8088.0002,67
2532,ok,2021-02-13,63.193,2712.1125,25
2533,or,2021-02-13,76.5794,3002.3424,32
2534,pa,2021-02-13,73.2041,8435.0049,75
2535,ri,2021-02-13,80.979,805.9905,23
2536,sc,2021-02-13,67.417,3975.003,40
2537,sd,2021-02-13,67.1592,648.9153,29
2538,tn,2021-02-13,65.4028,4224.2528,58
2539,tx,2021-02-13,68.599,13703.9962,51
2540,us,2021-02-13,71.7925,195357.8902,70
2541,ut,2021-02-13,75.2168,1902.0081,41
2542,va,2021-02-13,73.9111,6324.9283,59
2543,vt,2021-02-13,79.8338,661.0009,53
2544,wa,2021-02-13,78.7023,4968.9767,31
2545,wi,2021-02-13,72.892,3936.9545,51
2546,wv,2021-02-13,64.0589,1564.2023,21
2547,wy,2021-02-13,56.1563,439.7381,46
2548,ak,2021-02-14,58.8303,435.0,53
2549,al,2021-02-14,61.2735,2944.0613,48
2550,ar,2021-02-14,63.2818,1925.5183,31
2551,az,2021-02-14,71.6341,3772.4955,43
2552,ca,2021-02-14,78.7585,16991.851,41
2553,co,2021-02-14,76.8388,3562.7429,86
2554,ct,2021-02-14,81.2845,2716.0,33
2555,dc,2021-02-14,88.8728,345.0,57
2556,de,2021-02-14,74.0535,791.0146,48
2557,fl,2021-02-14,67.7215,13033.9997,38
2558,ga,2021-02-14,62.7578,4991.9551,32
2559,hi,2021-02-14,78.6093,754.0,21
2560,ia,2021-02-14,73.4212,2788.6263,51
2561,id,2021-02-14,63.271,1305.3318,30
2562,il,2021-02-14,74.5532,7723.0458,59
2563,in,2021-02-14,64.9116,4073.003,19
2564,ks,2021-02-14,67.7222,2044.8574,57
2565,ky,2021-02-14,65.3007,3034.1177,43
2566,la,2021-02-14,58.5948,2693.5536,19
2567,ma,2021-02-14,82.9835,3763.0105,20
2568,md,2021-02-14,79.733,3257.9845,59
2569,me,2021-02-14,75.4082,1469.0,20
2570,mi,2021-02-14,71.3091,7937.0449,58
2571,mn,2021-02-14,77.9392,3256.1497,54
2572,mo,2021-02-14,66.9441,3684.9318,39
2573,ms,2021-02-14,58.1719,1724.2969,20
2574,mt,2021-02-14,67.5172,997.9209,51
2575,nc,2021-02-14,69.1973,6315.0066,41
2576,nd,2021-02-14,59.8828,464.5554,32
2577,ne,2021-02-14,73.8802,1337.0663,34
2578,nh,2021-02-14,76.9929,1266.0,12
2579,nj,2021-02-14,77.0167,4312.9983,49
2580,nm,2021-02-14,72.3847,1909.7984,27
2581,nv,2021-02-14,69.0013,1445.72,31
2582,ny,2021-02-14,74.9696,9869.0007,81
2583,oh,2021-02-14,67.4847,8006.0011,45
2584,ok,2021-02-14,62.5844,2684.1699,25
2585,or,2021-02-14,76.2603,2949.3447,30
2586,pa,2021-02-14,73.2333,8362.0047,65
2587,ri,2021-02-14,80.5251,817.9895,10
2588,sc,2021-02-14,67.003,4013.0036,30
2589,sd,2021-02-14,66.5046,632.5896,7
2590,tn,2021-02-14,64.6211,4212.873,40
2591,tx,2021-02-14,68.0268,13661.9956,33
2592,us,2021-02-14,71.498,193869.2987,65
2593,ut,2021-02-14,74.8782,1920.0081,20
2594,va,2021-02-14,73.9775,6213.7759,39
2595,vt,2021-02-14,80.0152,657.0008,30
2596,wa,2021-02-14,78.6104,4956.9744,28
2597,wi,2021-02-14,73.0885,3883.955,45
2598,wv,2021-02-14,64.0027,1531.2021,42
2599,wy,2021-02-14,56.7637,429.7518,46
2600,ak,2021-02-15,58.1967,426.0,36
2601,al,2021-02-15,60.4901,2959.0723,43
2602,ar,2021-02-15,63.7884,1919.332,27
2603,az,2021-02-15,72.3855,3810.0414,58
2604,ca,2021-02-15,78.3948,17103.8626,48
2605,co,2021-02-15,76.181,3535.7169,71
2606,ct,2021-02-15,81.4928,2779.0,60
2607,dc,2021-02-15,89.6011,350.0,79
2608,de,2021-02-15,73.3463,800.0146,76
2609,fl,2021-02-15,67.4492,13096.9997,82
2610,ga,2021-02-15,62.3293,5051.9445,46
2611,hi,2021-02-15,78.2815,738.0,43
2612,ia,2021-02-15,72.9314,2793.4782,62
2613,id,2021-02-15,62.366,1348.3395,31
2614,il,2021-02-15,73.9588,7804.024,56
2615,in,2021-02-15,65.0328,4109.9999,32
2616,ks,2021-02-15,67.9595,2078.9148,58
2617,ky,2021-02-15,66.3511,3069.4278,37
2618,la,2021-02-15,58.0735,2645.7383,20
2619,ma,2021-02-15,83.2119,3844.01,20
2620,md,2021-02-15,79.5761,3325.984,89
2621,me,2021-02-15,75.8004,1505.2234,43
2622,mi,2021-02-15,70.918,7985.0446,68
2623,mn,2021-02-15,77.4197,3327.0482,67
2624,mo,2021-02-15,66.9747,3743.1275,67
2625,ms,2021-02-15,59.0653,1771.2979,24
2626,mt,2021-02-15,66.1995,961.9143,67
2627,nc,2021-02-15,69.1964,6383.0066,47
2628,nd,2021-02-15,58.5363,478.6865,14
2629,ne,2021-02-15,73.5349,1346.0642,60
2630,nh,2021-02-15,77.332,1293.7766,26
2631,nj,2021-02-15,76.5204,4306.9978,59
2632,nm,2021-02-15,72.4686,1926.2102,39
2633,nv,2021-02-15,68.0547,1471.7084,47
2634,ny,2021-02-15,74.6007,9954.0008,100
2635,oh,2021-02-15,67.4434,8088.0035,67
2636,ok,2021-02-15,62.9995,2687.1132,12
2637,or,2021-02-15,75.6402,2956.344,40
2638,pa,2021-02-15,72.9655,8453.0043,92
2639,ri,2021-02-15,81.845,849.99,56
2640,sc,2021-02-15,65.2703,4069.0039,37
2641,sd,2021-02-15,66.3216,649.5473,13
2642,tn,2021-02-15,64.4791,4294.5629,60
2643,tx,2021-02-15,67.607,13132.998,28
2644,us,2021-02-15,71.2806,194940.4692,82
2645,ut,2021-02-15,74.9291,1960.0792,46
2646,va,2021-02-15,74.0782,6208.8983,62
2647,vt,2021-02-15,79.8905,638.001,57
2648,wa,2021-02-15,78.527,4974.9766,33
2649,wi,2021-02-15,73.0532,3941.9549,53
2650,wv,2021-02-15,63.3961,1552.252,30
2651,wy,2021-02-15,56.1553,439.7326,28
2652,ak,2021-02-16,59.4626,427.0,43
2653,al,2021-02-16,60.4733,3021.0659,50
2654,ar,2021-02-16,63.7937,1892.8251,18
2655,az,2021-02-16,71.9575,3801.8019,56
2656,ca,2021-02-16,78.5263,17189.8329,59
2657,co,2021-02-16,76.8486,3568.7159,95
2658,ct,2021-02-16,81.6899,2798.0,50
2659,dc,2021-02-16,89.4659,336.0,91
2660,de,2021-02-16,72.0331,791.0073,54
2661,fl,2021-02-16,67.652,13175.9992,51
2662,ga,2021-02-16,62.2207,5055.9446,51
2663,hi,2021-02-16,78.0907,727.0,15
2664,ia,2021-02-16,72.9431,2787.4211,47
2665,id,2021-02-16,61.804,1336.3668,73
2666,il,2021-02-16,73.6626,7739.0236,57
2667,in,2021-02-16,65.1386,4110.9996,28
2668,ks,2021-02-16,67.5693,2093.9739,62
2669,ky,2021-02-16,66.1562,3028.1181,47
2670,la,2021-02-16,58.4159,2578.5534,15
2671,ma,2021-02-16,83.3593,3848.0105,21
2672,md,2021-02-16,79.2933,3352.9911,80
2673,me,2021-02-16,76.4217,1515.2234,62
2674,mi,2021-02-16,70.8171,7930.011,71
2675,mn,2021-02-16,77.0662,3315.1464,68
2676,mo,2021-02-16,66.4958,3667.8193,56
2677,ms,2021-02-16,58.9926,1788.5133,35
2678,mt,2021-02-16,65.464,961.6006,67
2679,nc,2021-02-16,68.8722,6445.0067,45
2680,nd,2021-02-16,57.7238,478.9695,42
2681,ne,2021-02-16,73.9828,1400.0063,34
2682,nh,2021-02-16,77.1691,1275.7766,20
2683,nj,2021-02-16,76.0155,4257.9979,62
2684,nm,2021-02-16,73.2128,1912.447,31
2685,nv,2021-02-16,67.6872,1510.7381,50
2686,ny,2021-02-16,74.6399,9926.0014,70
2687,oh,2021-02-16,67.0324,8066.0036,57
2688,ok,2021-02-16,62.4693,2673.1135,28
2689,or,2021-02-16,75.4169,2921.344,42
2690,pa,2021-02-16,72.994,8436.0045,84
2691,ri,2021-02-16,82.1134,845.9895,40
2692,sc,2021-02-16,64.9706,4077.0042,46
2693,sd,2021-02-16,65.456,647.481,61
2694,tn,2021-02-16,64.7213,4292.8729,75
2695,tx,2021-02-16,67.1414,12533.0014,28
2696,us,2021-02-16,71.1658,194215.3108,78
2697,ut,2021-02-16,73.2943,1986.0792,46
2698,va,2021-02-16,73.689,6160.5295,91
2699,vt,2021-02-16,80.4897,632.0009,49
2700,wa,2021-02-16,78.2848,5029.9764,39
2701,wi,2021-02-16,72.4846,3914.9888,55
2702,wv,2021-02-16,63.4681,1514.252,54
2703,wy,2021-02-16,55.3737,438.761,0
2704,ak,2021-02-17,60.5814,429.0,21
2705,al,2021-02-17,60.5089,3044.0712,54
2706,ar,2021-02-17,63.5042,1943.9401,43
2707,az,2021-02-17,71.422,3814.17,47
2708,ca,2021-02-17,78.6724,17138.8416,56
2709,co,2021-02-17,76.042,3573.7509,74
2710,ct,2021-02-17,81.94,2798.0,37
2711,dc,2021-02-17,88.0531,338.0,83
2712,de,2021-02-17,70.5473,785.0073,78
2713,fl,2021-02-17,67.4968,13269.9995,58
2714,ga,2021-02-17,62.6008,5085.9441,45
2715,hi,2021-02-17,77.4966,730.0,68
2716,ia,2021-02-17,71.7055,2739.3214,75
2717,id,2021-02-17,61.624,1298.067,55
2718,il,2021-02-17,73.1467,7635.0228,57
2719,in,2021-02-17,64.6768,4144.9992,29
2720,ks,2021-02-17,67.2769,2120.9169,72
2721,ky,2021-02-17,66.7174,3034.1181,44
2722,la,2021-02-17,58.3478,2617.5539,17
2723,ma,2021-02-17,82.7636,3831.0105,48
2724,md,2021-02-17,79.5101,3285.9911,62
2725,me,2021-02-17,75.8352,1532.2234,54
2726,mi,2021-02-17,71.037,7934.9949,61
2727,mn,2021-02-17,77.0587,3314.173,64
2728,mo,2021-02-17,65.5426,3632.682,56
2729,ms,2021-02-17,58.1621,1834.9956,22
2730,mt,2021-02-17,63.7196,934.6069,57
2731,nc,2021-02-17,68.6564,6474.0063,50
2732,nd,2021-02-17,58.8508,474.9079,36
2733,ne,2021-02-17,73.9717,1383.9917,93
2734,nh,2021-02-17,77.7269,1298.7766,24
2735,nj,2021-02-17,76.1844,4325.9981,64
2736,nm,2021-02-17,73.0495,1911.9849,53
2737,nv,2021-02-17,67.8216,1507.7294,51
2738,ny,2021-02-17,74.5936,9904.0011,58
2739,oh,2021-02-17,67.1152,8062.0037,57
2740,ok,2021-02-17,62.2344,2675.171,36
2741,or,2021-02-17,75.6252,2934.4502,47
2742,pa,2021-02-17,72.9008,8514.0047,80
2743,ri,2021-02-17,82.5259,865.9895,65
2744,sc,2021-02-17,64.6781,4131.0043,39
2745,sd,2021-02-17,65.0623,640.6166,33
2746,tn,2021-02-17,64.7021,4335.8728,73
2747,tx,2021-02-17,66.9173,12170.0167,25
2748,us,2021-02-17,71.0426,194176.3281,77
2749,ut,2021-02-17,73.2559,2002.0923,26
2750,va,2021-02-17,73.5764,6216.0599,73
2751,vt,2021-02-17,80.4085,660.001,57
2752,wa,2021-02-17,78.345,5043.9766,36
2753,wi,2021-02-17,72.8057,3884.0061,54
2754,wv,2021-02-17,63.41,1487.2517,16
2755,wy,2021-02-17,55.6726,431.0136,70
2756,ak,2021-02-18,61.1111,404.0,49
2757,al,2021-02-18,60.3806,3019.0746,52
2758,ar,2021-02-18,63.2976,1992.9328,32
2759,az,2021-02-18,71.2085,3785.8851,37
2760,ca,2021-02-18,78.6462,17117.8675,54
2761,co,2021-02-18,75.6115,3596.751,84
2762,ct,2021-02-18,81.6613,2810.0,52
2763,dc,2021-02-18,87.8492,357.0,55
2764,de,2021-02-18,72.0861,814.0073,43
2765,fl,2021-02-18,67.6422,13273.9995,42
2766,ga,2021-02-18,62.0351,5133.9407,44
2767,hi,2021-02-18,77.5242,722.0,52
2768,ia,2021-02-18,71.3405,2739.3337,64
2769,id,2021-02-18,62.3468,1307.0667,34
2770,il,2021-02-18,73.1024,7641.0229,60
2771,in,2021-02-18,64.3674,4108.9996,28
2772,ks,2021-02-18,66.6012,2113.9172,72
2773,ky,2021-02-18,66.4799,3047.5021,51
2774,la,2021-02-18,58.7248,2607.5542,34
2775,ma,2021-02-18,82.6435,3816.0095,100
2776,md,2021-02-18,79.6546,3328.9914,60
2777,me,2021-02-18,75.8554,1525.2234,77
2778,mi,2021-02-18,70.885,7896.9955,67
2779,mn,2021-02-18,76.623,3295.1721,67
2780,mo,2021-02-18,66.0764,3642.6766,79
2781,ms,2021-02-18,57.8518,1832.0989,18
2782,mt,2021-02-18,62.4766,943.59,38
2783,nc,2021-02-18,68.1916,6502.0073,38
2784,nd,2021-02-18,59.2308,481.7972,50
2785,ne,2021-02-18,73.7929,1385.9918,61
2786,nh,2021-02-18,77.9775,1281.7766,27
2787,nj,2021-02-18,76.5628,4429.9982,51
2788,nm,2021-02-18,72.4891,1952.9848,38
2789,nv,2021-02-18,68.3081,1527.7036,65
2790,ny,2021-02-18,74.765,9892.0013,54
2791,oh,2021-02-18,66.5451,8089.004,62
2792,ok,2021-02-18,62.5157,2667.9287,34
2793,or,2021-02-18,75.0119,2966.4534,58
2794,pa,2021-02-18,72.2982,8632.0045,67
2795,ri,2021-02-18,83.314,864.9905,49
2796,sc,2021-02-18,63.4335,4190.0039,32
2797,sd,2021-02-18,65.6838,634.7271,41
2798,tn,2021-02-18,64.3062,4375.4776,51
2799,tx,2021-02-18,66.8744,12037.2606,29
2800,us,2021-02-18,70.882,194571.4793,76
